Name,Size,Type,Environment
Revenant (A5E),medium,undead,swamp
Revenant (A5E),medium,undead,temple
Revenant (A5E),medium,undead,tomb
Revenant (A5E),medium,undead,tundra
Revenant (A5E),medium,undead,water
Rhinoceros,large,beast,grassland
Rhinoceros (A5E),large,beast,desert
Rhinoceros (A5E),large,beast,grassland
Riding Horse,large,beast,urban
Riding Horse (A5E),large,beast,settlement
River Dragon Wyrmling (A5E),medium,dragon,grassland
River Dragon Wyrmling (A5E),medium,dragon,water
River King,medium,fey,aquatic
River Naga,large,monstrosity,rivers
River Naga,large,monstrosity,coastal
Roachling Lord,small,humanoid,ruins
Roachling Lord,small,humanoid,underground
Roachling Lord,small,humanoid,urban
Roc (A5E),gargantuan,beast,grassland
Roc (A5E),gargantuan,beast,hills
Roc (A5E),gargantuan,beast,mountains
Roc (A5E),gargantuan,beast,water
Rochade,small,fey,underground
Rock salamander,tiny,elemental,badlands
Rock salamander,tiny,elemental,hills
Rock salamander,tiny,elemental,mountains
Ronus,medium,monstrosity,forest
Roper (A5E),large,monstrosity,caverns
Rothe,medium,beast,grassland
Rothe,medium,beast,underground
Rug of Smothering,large,construct,dungeon
Rug of Smothering,large,construct,ruins
Rug of Smothering,large,construct,urban
Rug of Smothering (A5E),large,construct,laboratory
Rug of Smothering (A5E),large,construct,ruin
Rusalka,medium,fey,aquatic
Russet Mold,medium,plant,underground
Rust Drake,medium,dragon,ruins
Rust Drake,medium,dragon,underground
Rust Drake,medium,dragon,urban
Rust Monster,medium,monstrosity,dungeon
Rust Monster,medium,monstrosity,underground
Rust Monster (A5E),medium,monstrosity,caverns
Ryven,medium,humanoid,forest
Ryven Shaman,medium,humanoid,forest
Saber-Toothed Tiger,large,beast,forest
Saber-Toothed Tiger,large,beast,grassland
Saber-Toothed Tiger (A5E),large,beast,forest
Saber-Toothed Tiger (A5E),large,beast,jungle
Saber-Toothed Tiger (A5E),large,beast,mountains
Saber-Toothed Tiger (A5E),large,beast,tundra
Sack of Smothering,small,construct,dungeon
Sack of Smothering,small,construct,ruins
Sack of Smothering,small,construct,urban
Sahuagin,medium,humanoid,aquatic
Sahuagin,medium,humanoid,coast
Sahuagin (A5E),medium,humanoid,water
Sahuagin Baron,large,humanoid,aquatic
Sahuagin Baron,large,humanoid,coast
Sahuagin Champion (A5E),medium,humanoid,water
Sahuagin Priestess,medium,humanoid,aquatic
Sahuagin Priestess,medium,humanoid,coast
Salamander (A5E),large,elemental,caverns
Salamander (A5E),large,elemental,plane of fire
Salamander Nymph (A5E),medium,elemental,caverns
Salamander Nymph (A5E),medium,elemental,plane of fire
Sand Ray (A5E),large,aberration,desert
Sand Ray Cloaker Variant (A5E),large,aberration,deserts
Sand Ray Cloaker Variant (A5E),large,aberration,aquatic
Sand Silhouette,medium,undead,desert
Sand Spider,large,beast,desert
Sand Spider,large,beast,plains
Sand Worm (A5E),gargantuan,monstrosity,desert
Sandling,large,elemental,planar
Sandwyrm,large,dragon,desert
Sap Demon,small,ooze,forests
Sapphire Dragon Wyrmling (A5E),medium,dragon,caverns
Sarcophagus Slime,medium,undead,ruins
Sarcophagus Slime,medium,undead,underground
Sathaq Worm,huge,elemental,desert
Sathaq Worm,huge,elemental,marshes
Sathaq Worm,huge,elemental,ruins
Sathaq Worm,huge,elemental,underground
Satyr,medium,fey,forest
Satyr,medium,fey,grassland
Satyr,medium,fey,urban
Satyr (A5E),medium,fey,feywild
Satyr (A5E),medium,fey,forest
Satyr (A5E),medium,fey,hills
Satyr (A5E),medium,fey,jungle
Sazakan,medium,elemental,arctic
"Scarab, ruin",large,undead,planar
Scarecrow,medium,construct,grassland
Scarecrow,medium,construct,urban
Scarecrow (A5E),medium,construct,grassland
Scarecrow (A5E),medium,construct,hills
Scarecrow (A5E),medium,construct,settlement
Scarecrow (A5E),medium,construct,shadowfell
Scarecrow (A5E),medium,construct,swamp
Scarsupial,small,beast,forest
Scheznyki,small,fey,hills
Scheznyki,small,fey,ruins
Scheznyki,small,fey,underground
Scorchrunner jackal,medium,monstrosity,badlands
Scorpion,tiny,beast,cave
Scorpion,tiny,beast,desert
Scorpion,tiny,beast,grassland
Scorpion,tiny,beast,mountain
Scorpion,tiny,beast,swamp
Scorpion (A5E),tiny,beast,desert
Scorpion (A5E),tiny,beast,grassland
Scorpion Cultist,medium,humanoid,desert
"Scorpion, Night",large,beast,desert
"Scorpion, Night",large,beast,forests
"Scorpion, Night",large,beast,plains
"Scorpion, Night",large,beast,ruins
"Scorpion, Night",large,beast,underground
Scorpionfolk (A5E),large,monstrosity,desert
Scorpionfolk Imperator (A5E),large,monstrosity,desert
Scout,medium,humanoid,arctic
Scout,medium,humanoid,coast
Scout,medium,humanoid,desert
Scout,medium,humanoid,forest
Scout,medium,humanoid,grassland
Scout,medium,humanoid,mountain
Scout,medium,humanoid,swamp
Scout (A5E),medium,humanoid,caverns
Scout (A5E),medium,humanoid,desert
Scout (A5E),medium,humanoid,feywild
Scout (A5E),medium,humanoid,forest
Scout (A5E),medium,humanoid,grassland
Scout (A5E),medium,humanoid,hills
Scout (A5E),medium,humanoid,jungle
Scout (A5E),medium,humanoid,mountains
Scout (A5E),medium,humanoid,swamp
Scout (A5E),medium,humanoid,tundra
Scrag (A5E),large,giant,caverns
Scrag (A5E),large,giant,feywild
Scrag (A5E),large,giant,forest
Scrag (A5E),large,giant,grassland
Scrag (A5E),large,giant,hills
Scrag (A5E),large,giant,jungle
Scrag (A5E),large,giant,mountains
Scrag (A5E),large,giant,ruin
Scrag (A5E),large,giant,swamp
Scythe Tree,huge,plant,forest
Sea Hag (A5E),medium,fey,feywild
Sea Hag (A5E),medium,fey,plane of water
Sea Hag (A5E),medium,fey,water
Sea Hag (coven),medium,fey,aquatic
Sea Hag (coven),medium,fey,coast
Sea Hag (coven),medium,fey,underground
Sea Horse,tiny,beast,aquatic
Sea Serpent (A5E),gargantuan,monstrosity,water
Sea Spawn,medium,humanoid,coast
Sea Spawn,medium,humanoid,aquatic
Sea Wyrmling Dragon,medium,dragon,aquatic
Seahorse (A5E),tiny,beast,water
Selang (dark satyr),medium,fey,badlands
Serpopard,large,beast,marshes
Sewer weird,large,elemental,urban
Shadow,medium,undead,dungeon
Shadow,medium,undead,ruins
Shadow,medium,undead,swamp
Shadow,medium,undead,urban
Shadow (A5E),medium,undead,caverns
Shadow (A5E),medium,undead,ruin
Shadow (A5E),medium,undead,shadowfell
Shadow (A5E),medium,undead,tomb
Shadow Beast,medium,fey,badlands
Shadow Beast,medium,fey,forests
Shadow Beast,medium,fey,ruins
Shadow Beast,medium,fey,underground
Shadow Demon (A5E),medium,fiend,abyss
Shadow Dragon Wyrmling (A5E),medium,dragon,caverns
Shadow Dragon Wyrmling (A5E),medium,dragon,shadowfell
Shadow Elf Champion Warrior (A5E),medium,humanoid,caverns
Shadow Elf Champion Warrior (A5E),medium,humanoid,feywild
Shadow Elf Champion Warrior (A5E),medium,humanoid,shadowfell
Shadow Elf High Priest (A5E),medium,humanoid,desert
Shadow Elf High Priest (A5E),medium,humanoid,hills
Shadow Elf High Priest (A5E),medium,humanoid,settlement
Shadow Elf High Priest (A5E),medium,humanoid,temple
Shadow Elf Mage (A5E),medium,humanoid,caverns
Shadow Elf Mage (A5E),medium,humanoid,feywild
Shadow Elf Mage (A5E),medium,humanoid,shadowfell
Shadow Elf Spellcaster Drider (A5E),large,monstrosity,feywild
Shadow Elf Spellcaster Drider (A5E),large,monstrosity,ruin
Shadow Elf Warrior (A5E),medium,humanoid,caverns
Shadow Elf Warrior (A5E),medium,humanoid,feywild
Shadow Elf Warrior (A5E),medium,humanoid,shadowfell
Shadow Mastiff Alpha,medium,monstrosity,forest
Shadow Mastiff Alpha,medium,monstrosity,grassland
Shadow Mastiff Alpha,medium,monstrosity,swamp
Shambling Mound,large,plant,forest
Shambling Mound,large,plant,swamp
Shambling Mound (A5E),large,plant,feywild
Shambling Mound (A5E),large,plant,forest
Shambling Mound (A5E),large,plant,jungle
Shambling Mound (A5E),large,plant,swamp
Shellycoat,medium,fey,ruins
Shellycoat,medium,fey,underground
Shetani,medium,fiend,desert
Shetani,medium,fiend,grassland
Shield Guardian,large,construct,dungeon
Shield Guardian,large,construct,ruins
Shield Guardian,large,construct,urban
Shield Guardian (A5E),large,construct,laboratory
Shield Guardian (A5E),large,construct,ruin
Shield Guardian (A5E),large,construct,temple
Shield Guardian (A5E),large,construct,tomb
Shipbreaker Sea Serpent,gargantuan,dragon,aquatic
Shoosuva,large,fiend,arctic
Shoosuva,large,fiend,forest
Shoosuva,large,fiend,grassland
Shrieker,medium,plant,cave
Shrieker,medium,plant,dungeon
Shrieker,medium,plant,swamp
Shrieker (A5E),medium,plant,caverns
Shrieker (A5E),medium,plant,forest
Shrieker (A5E),medium,plant,swamp
Shroom,small,plant,forest
Shroom,small,plant,underground
Shroud Ray (A5E),large,aberration,plane of water
Shroud Ray (A5E),large,aberration,water
Silent crier,medium,fiend,farmland
Silent crier,medium,fiend,urban
Silver Dragon Wyrmling,medium,dragon,arctic
Silver Dragon Wyrmling,medium,dragon,mountain
Silver Dragon Wyrmling (A5E),medium,dragon,feywild
Silver Dragon Wyrmling (A5E),medium,dragon,mountains
Sinstar,tiny,plant,hills
Sinstar,tiny,plant,mountains
Sinstar,tiny,plant,planar
Sinstar thrall,medium,plant,hills
Sinstar thrall,medium,plant,mountains
Sinstar thrall,medium,plant,planar
Siren,medium,fey,desert
Siren,medium,fey,forest
Siren,medium,fey,grassland
Siren,medium,fey,hills
Siren,medium,fey,jungle
Siren,medium,fey,mountains
Siren,medium,fey,swamp
Siren,medium,fey,tundra
Skeletal Champion (A5E),medium,undead,ruin
Skeletal Champion (A5E),medium,undead,shadowfell
Skeletal Champion (A5E),medium,undead,temple
Skeletal Champion (A5E),medium,undead,tomb
Skeletal Tyrannosaurus Rex (A5E),huge,undead,ruin
Skeletal Tyrannosaurus Rex (A5E),huge,undead,shadowfell
Skeletal Tyrannosaurus Rex (A5E),huge,undead,temple
Skeletal Tyrannosaurus Rex (A5E),huge,undead,tomb
Skeletal Warhorse (A5E),large,undead,ruin
Skeletal Warhorse (A5E),large,undead,shadowfell
Skeletal Warhorse (A5E),large,undead,temple
Skeletal Warhorse (A5E),large,undead,tomb
Skeleton,medium,undead,dungeon
Skeleton,medium,undead,ruins
Skeleton,medium,undead,urban
Skeleton (A5E),medium,undead,ruin
Skeleton (A5E),medium,undead,shadowfell
Skeleton (A5E),medium,undead,temple
Skeleton (A5E),medium,undead,tomb
Skeleton Horde (A5E),large,undead,ruin
Skeleton Horde (A5E),large,undead,shadowfell
Skeleton Horde (A5E),large,undead,temple
Skeleton Horde (A5E),large,undead,tomb
Skeleton Warrior,medium,undead,underground
Skitterhaunt,large,ooze,badlands
Skitterhaunt,large,ooze,desert
Skitterhaunt,large,ooze,ruins
Skitterhaunt,large,ooze,underground
Skulk,medium,humanoid,underground
Skyweaver,medium,humanoid,arctic
Skyweaver,medium,humanoid,cave
Skyweaver,medium,humanoid,coast
Skyweaver,medium,humanoid,desert
Skyweaver,medium,humanoid,dungeon
Skyweaver,medium,humanoid,grassland
Skyweaver,medium,humanoid,mountain
Skyweaver,medium,humanoid,ruins
Slaad Tadpole,tiny,aberration,planar
Slithering Tracker,small,ooze,underground
Slithy tove,small,monstrosity,forest
Slithy tove,small,monstrosity,grassland
Small Air Elemental,small,elemental,arctic
Small Air Elemental,small,elemental,cave
Small Air Elemental,small,elemental,coast
Small Air Elemental,small,elemental,desert
Small Air Elemental,small,elemental,dungeon
Small Air Elemental,small,elemental,forest
Small Air Elemental,small,elemental,grassland
Small Air Elemental,small,elemental,mountain
Small Air Elemental,small,elemental,planar
Small Air Elemental,small,elemental,ruins
Small Air Elemental,small,elemental,swamp
Small Air Elemental,small,elemental,underground
Small Fire Elemental,small,elemental,cave
Small Fire Elemental,small,elemental,coast
Small Fire Elemental,small,elemental,desert
Small Fire Elemental,small,elemental,dungeon
Small Fire Elemental,small,elemental,grassland
Small Fire Elemental,small,elemental,mountain
Small Fire Elemental,small,elemental,planar
Small Fire Elemental,small,elemental,ruins
Small Fire Elemental,small,elemental,underground
Small Ice Elemental,small,elemental,arctic
Small Ice Elemental,small,elemental,dungeon
Small Ice Elemental,small,elemental,planar
Small Ice Elemental,small,elemental,urban
Small Water Elemental,small,elemental,cave
Small Water Elemental,small,elemental,coast
Small Water Elemental,small,elemental,forest
Small Water Elemental,small,elemental,mountain
Small Water Elemental,small,elemental,planar
Small Water Elemental,small,elemental,swamp
Small Water Elemental,small,elemental,underground
Smoke Mephit,small,elemental,dungeon
Smoke Mephit,small,elemental,planar
Smoke Mephit,small,elemental,urban
Snake Lamia (A5E),large,monstrosity,abyss
Snake Lamia (A5E),large,monstrosity,desert
Snake Lamia (A5E),large,monstrosity,grassland
Snake Lamia (A5E),large,monstrosity,hills
"Snake, Zanskaran Viper",large,beast,marshes
Snallygaster,huge,aberration,hills
Snallygaster,huge,aberration,mountains
Snatch bat,medium,aberration,any
Snatch bat,medium,aberration,planar
Sodwose,medium,plant,grassland
Soil snake,huge,construct,grassland
Solar,large,celestial,planar
Solar (A5E),large,celestial,astral plane
Solar (A5E),large,celestial,temple
Soldier,medium,humanoid,desert
Soldier,medium,humanoid,forest
Soldier,medium,humanoid,grassland
Soldier,medium,humanoid,hills
Soldier,medium,humanoid,mountains
Soldier,medium,humanoid,settlement
Soldier Squad (A5E),large,humanoid,desert
Soldier Squad (A5E),large,humanoid,forest
Soldier Squad (A5E),large,humanoid,grassland
Soldier Squad (A5E),large,humanoid,hills
Soldier Squad (A5E),large,humanoid,mountains
Soldier Squad (A5E),large,humanoid,settlement
Soul Harvester,huge,fiend,dungeon
Soul Harvester,huge,fiend,planar
Spark Mephit (A5E),small,elemental,plane of air
Spark Mephit (A5E),small,elemental,plane of water
Spark Mephit (A5E),small,elemental,water
Spawn of Kyuss,medium,undead,desert
Spawn of Kyuss,medium,undead,underground
Spectator,medium,aberration,cave
Spectator,medium,aberration,dungeon
Spectator,medium,aberration,ruins
Spectator,medium,aberration,underground
Spectator,medium,aberration,urban
Specter,medium,undead,dungeon
Specter,medium,undead,ruins
Specter,medium,undead,urban
Specter (A5E),medium,undead,ruin
Specter (A5E),medium,undead,shadowfell
Specter (A5E),medium,undead,tomb
Spell-warped Chuul (A5E),large,aberration,caverns
Spell-warped Chuul (A5E),large,aberration,plane of water
Spell-warped Chuul (A5E),large,aberration,water
Sphinx (A5E),large,monstrosity,astral plane
Sphinx (A5E),large,monstrosity,desert
Sphinx (A5E),large,monstrosity,ethereal plane
Sphinx (A5E),large,monstrosity,ruin
Sphinx (A5E),large,monstrosity,temple
"Sphinx, Gypsosphinx",large,monstrosity,desert
"Sphinx, Gypsosphinx",large,monstrosity,ruins
"Sphinx, Gypsosphinx",large,monstrosity,underground
"Sphinx, Gypsosphinx",large,monstrosity,plains
Spider,tiny,beast,cave
Spider,tiny,beast,coast
Spider,tiny,beast,dungeon
Spider,tiny,beast,forest
Spider,tiny,beast,grassland
Spider,tiny,beast,mountain
Spider,tiny,beast,planar
Spider,tiny,beast,ruins
Spider,tiny,beast,swamp
Spider,tiny,beast,underground
Spider (A5E),tiny,beast,caverns
Spider (A5E),tiny,beast,ruin
Spider of Leng,large,aberration,hills
Spider of Leng,large,aberration,mountains
Spined Devil,small,fiend,dungeon
Spined Devil,small,fiend,planar
Spinosaurus,gargantuan,beast,forests
Spinosaurus,gargantuan,beast,marshes
Spinosaurus Young,huge,beast,forests
Spinosaurus Young,huge,beast,marshes
Spirit Naga,large,monstrosity,cave
Spirit Naga,large,monstrosity,dungeon
Spirit Naga,large,monstrosity,ruins
Spirit Naga,large,monstrosity,underground
Spirit Naga (A5E),large,monstrosity,astral plane
Spirit Naga (A5E),large,monstrosity,caverns
Spirit Naga (A5E),large,monstrosity,desert
Spirit Naga (A5E),large,monstrosity,forest
Spirit Naga (A5E),large,monstrosity,jungle
Spirit Naga (A5E),large,monstrosity,mountains
Spirit Naga (A5E),large,monstrosity,ruin
Spirit Naga (A5E),large,monstrosity,temple
Spitting Sea Serpent,large,dragon,aquatic
Splinter matron,medium,fey,badlands
Sprite,tiny,fey,forest
Sprite,tiny,fey,grassland
Sprite,tiny,fey,swamp
Sprite (A5E),tiny,fey,feywild
Sprite (A5E),tiny,fey,forest
Sprite (A5E),tiny,fey,swamp
Stained-glass moth,small,construct,urban
Star Drake,large,dragon,hills
Star-nosed diopsid,large,aberration,forest
Star-nosed diopsid,large,aberration,grassland
Stargazer,huge,monstrosity,badlands
Stargazer,huge,monstrosity,coastal
Stargazer,huge,monstrosity,desert
Steam Mephit,small,elemental,dungeon
Steam Mephit,small,elemental,planar
Steam Mephit,small,elemental,urban
Steam Mephit (A5E),small,elemental,caverns
Steam Mephit (A5E),small,elemental,jungle
Steam Mephit (A5E),small,elemental,plane of fire
Steam Mephit (A5E),small,elemental,plane of water
Steam Mephit (A5E),small,elemental,settlement
Steam Mephit (A5E),small,elemental,water
Stegocentipede,huge,beast,forest
Stegocentipede,huge,beast,underground
Stegosaurus,huge,beast,forest
Stegosaurus,huge,beast,grassland
Stegosaurus (A5E),huge,beast,grassland
Stegosaurus (A5E),huge,beast,jungle
Stegosaurus (A5E),huge,beast,mountains
Stegosaurus (A5E),huge,beast,swamp
Stench Kow,large,beast,grassland
Stirge,tiny,beast,forest
Stirge,tiny,beast,swamp
Stirge (A5E),tiny,beast,caverns
Stirge (A5E),tiny,beast,desert
Stirge (A5E),tiny,beast,hills
Stirge (A5E),tiny,beast,swamp
Stone Colossus (A5E),gargantuan,construct,laboratory
Stone Colossus (A5E),gargantuan,construct,ruin
Stone Colossus (A5E),gargantuan,construct,temple
Stone Colossus (A5E),gargantuan,construct,tomb
Stone Giant,huge,giant,cave
Stone Giant,huge,giant,mountain
Stone Giant,huge,giant,underground
Stone Giant (A5E),huge,giant,hills
Stone Giant (A5E),huge,giant,mountains
Stone Giant (A5E),huge,giant,plane of earth
Stone Giant Dreamwalker,huge,giant,coast
Stone Giant Dreamwalker,huge,giant,grassland
Stone Giant Dreamwalker,huge,giant,mountain
Stone Giant Stonetalker (A5E),huge,giant,hills
Stone Giant Stonetalker (A5E),huge,giant,mountains
Stone Giant Stonetalker (A5E),huge,giant,plane of earth
Stone Golem,large,construct,dungeon
Stone Golem,large,construct,ruins
Stone Golem,large,construct,urban
Stone Guardian (A5E),large,construct,laboratory
Stone Guardian (A5E),large,construct,ruin
Stone Guardian (A5E),large,construct,temple
Stone Guardian (A5E),large,construct,tomb
Stonemelder,medium,humanoid,arctic
Stonemelder,medium,humanoid,cave
Stonemelder,medium,humanoid,coast
Stonemelder,medium,humanoid,desert
Stonemelder,medium,humanoid,dungeon
Stonemelder,medium,humanoid,forest
Stonemelder,medium,humanoid,grassland
Stonemelder,medium,humanoid,mountain
Stonemelder,medium,humanoid,ruins
Stonemelder,medium,humanoid,underground
Storm Giant,huge,giant,arctic
Storm Giant,huge,giant,coast
Storm Giant,huge,giant,desert
Storm Giant,huge,giant,mountain
Storm Giant,huge,giant,planar
Storm Giant (A5E),huge,giant,mountains
Storm Giant (A5E),huge,giant,plane of air
Storm Giant (A5E),huge,giant,plane of water
Storm Giant (A5E),huge,giant,water
Storm Giant Monarch (A5E),huge,giant,mountains
Storm Giant Monarch (A5E),huge,giant,plane of air
Storm Giant Monarch (A5E),huge,giant,plane of water
Storm Giant Monarch (A5E),huge,giant,water
Storm Raven,tiny,beast,grassland
Storm Raven,tiny,beast,mountain
Strangle Weed,large,plant,aquatic
Stuhac,medium,fiend,hills
Stuhac,medium,fiend,mountains
Stygian Fat-Tailed Scorpion,tiny,beast,desert
Stygian Fat-Tailed Scorpion,tiny,beast,forests
Stygian Fat-Tailed Scorpion,tiny,beast,plains
Stygian Fat-Tailed Scorpion,tiny,beast,ruins
Stygian Fat-Tailed Scorpion,tiny,beast,underground
Stygian Skeleton,medium,undead,underground
Subek,large,humanoid,aquatic
Suturefly,tiny,beast,forests
Suturefly,tiny,beast,marshes
Swampgas shade,medium,undead,swamp
Swarm of Ball Bearings,medium,construct,dungeon
Swarm of Ball Bearings,medium,construct,ruins
Swarm of Ball Bearings,medium,construct,urban
Swarm of Bats,medium,beast,cave
Swarm of Bats,medium,beast,dungeon
Swarm of Bats,medium,beast,forest
Swarm of Bats,medium,beast,ruins
Swarm of Bats,medium,beast,swamp
Swarm of Bats,medium,beast,underground
Swarm of Bats,medium,beast,urban
Swarm of Bats (A5E),medium,beast,caverns
Swarm of Bats (A5E),medium,beast,mountains
Swarm of Bats (A5E),medium,beast,shadowfell
Swarm of Bats (A5E),medium,beast,tomb
Swarm of Cranium Rats,medium,beast,underground
Swarm of Cranium Rats,medium,beast,urban
Swarm of Insects (A5E),medium,beast,jungle
Swarm of Insects (A5E),medium,beast,swamp
Swarm of Khalkos Spawn (A5E),medium,aberration,abyss
Swarm of Khalkos Spawn (A5E),medium,aberration,hell
Swarm of Khalkos Spawn (A5E),medium,aberration,settlement
Swarm of Khalkos Spawn (A5E),medium,aberration,temple
Swarm of Poisonous Snakes,medium,beast,desert
Swarm of Poisonous Snakes,medium,beast,dungeon
Swarm of Poisonous Snakes,medium,beast,forest
Swarm of Poisonous Snakes,medium,beast,grassland
Swarm of Poisonous Snakes,medium,beast,swamp
Swarm of Poisonous Snakes (A5E),medium,beast,caverns
Swarm of Poisonous Snakes (A5E),medium,beast,desert
Swarm of Poisonous Snakes (A5E),medium,beast,forest
Swarm of Poisonous Snakes (A5E),medium,beast,grassland
Swarm of Poisonous Snakes (A5E),medium,beast,hills
Swarm of Poisonous Snakes (A5E),medium,beast,jungle
Swarm of Poisonous Snakes (A5E),medium,beast,mountains
Swarm of Poisonous Snakes (A5E),medium,beast,ruin
Swarm of Poisonous Snakes (A5E),medium,beast,sewer
Swarm of Poisonous Snakes (A5E),medium,beast,swamp
Swarm of Poisonous Snakes (A5E),medium,beast,tomb
Swarm of Poisonous Snakes (A5E),medium,beast,water
Swarm of Quippers,medium,beast,aquatic
Swarm of Quippers (A5E),medium,beast,sewer
Swarm of Quippers (A5E),medium,beast,water
Swarm of Rats (A5E),medium,beast,caverns
Swarm of Rats (A5E),medium,beast,forest
Swarm of Rats (A5E),medium,beast,ruin
Swarm of Rats (A5E),medium,beast,settlement
Swarm of Rats (A5E),medium,beast,sewer
Swarm of Rats (A5E),medium,beast,swamp
Swarm of Ravens,medium,beast,forest
Swarm of Ravens,medium,beast,grassland
Swarm of Ravens,medium,beast,mountain
Swarm of Ravens,medium,beast,ruins
Swarm of Ravens,medium,beast,urban
Swarm of Ravens (A5E),medium,beast,forest
Swarm of Rot Grubs,medium,beast,swamp
Swarm of Rot Grubs,medium,beast,underground
Swarm of Wolf Spirits,large swarm,undead,forests
Swarm of Wolf Spirits,large swarm,undead,plains
Swarm of Woodland Creatures (A5E),medium,beast,forest
Swarm of Woodland Creatures (A5E),medium,beast,grassland
"Swarm, gryllus",large,swarm,urban
"Swarm, ice borers",medium,swarm,arctic
"Swarm, swamp slirghs",large,swarm,swamp
"Swarm, vampire blossom",large,swarm,farmland
"Swarm, vampire blossom",large,swarm,forest
"Swarm, vampire blossom",large,swarm,urban
Swashbuckler,medium,humanoid,coast
Swashbuckler,medium,humanoid,urban
Tabaxi,medium,humanoid,forest
Taer,medium,humanoid,mountain
Talus flow,large,elemental,coastal
Talus flow,large,elemental,mountains
Tanarukk,medium,fiend,grassland
Tanarukk,medium,fiend,mountain
Tanarukk,medium,fiend,underground
Tangtal,medium,monstrosity,forest
Tangtal,medium,monstrosity,grassland
Tarrasque,gargantuan,monstrosity,aquatic
Tarrasque,gargantuan,monstrosity,arctic
Tarrasque,gargantuan,monstrosity,cave
Tarrasque,gargantuan,monstrosity,coast
Tarrasque,gargantuan,monstrosity,desert
Tarrasque,gargantuan,monstrosity,dungeon
Tarrasque,gargantuan,monstrosity,forest
Tarrasque,gargantuan,monstrosity,grassland
Tarrasque,gargantuan,monstrosity,mountain
Tarrasque,gargantuan,monstrosity,planar
Tarrasque,gargantuan,monstrosity,ruins
Tarrasque,gargantuan,monstrosity,swamp
Tarrasque,gargantuan,monstrosity,underground
Tarrasque,gargantuan,monstrosity,urban
Tarrasque (A5E),titanic,monstrosity,hills
Tarrasque (A5E),titanic,monstrosity,settlement
Tazelwurm,large,monstrosity,mountain
Temple Dog,medium,celestial,urban
Temple Scarab,tiny,beast,dungeon
Temple Scarab,tiny,beast,ruins
Temporal Crawler,medium,aberration,planar
Tendril Puppet,medium,plant,forests
Tentacle Tree (A5E),large,monstrosity,caverns
Tentacled Horror,huge,aberration,underground
Teratashia,large,fiend,planar
Terror Beast,small,aberration,arctic
Terror Beast,small,aberration,cave
Terror Beast,small,aberration,coast
Terror Beast,small,aberration,desert
Terror Beast,small,aberration,dungeon
Terror Beast,small,aberration,forest
Terror Beast,small,aberration,grassland
Terror Beast,small,aberration,mountain
Terror Beast,small,aberration,ruins
Terror Beast,small,aberration,swamp
Terror Beast,small,aberration,underground
Terror Beast,small,aberration,urban
Thalasskoptis,large,fiend,aquatic
The Emerald Queen,medium,fey,forest
The flesh,medium,aberration,farmland
The flesh,medium,aberration,forest
The flesh,medium,aberration,urban
"Therianthrope, Wolfwere",small,monstrosity,grassland
"Therianthrope, Wolfwere",small,monstrosity,underground
Thorny,medium,plant,forest
Thorny,medium,plant,swamp
Thri-kreen,medium,humanoid,desert
Thri-kreen,medium,humanoid,grassland
Thripper,medium,humanoid,forest
Thripper,medium,humanoid,planar
Thug,medium,humanoid,arctic
Thug,medium,humanoid,cave
Thug,medium,humanoid,coast
Thug,medium,humanoid,forest
Thug,medium,humanoid,grassland
Thug,medium,humanoid,urban
Thug (A5E),medium,humanoid,settlement
Tiberolith,huge,construct,coastal
Tiberolith,huge,construct,mountains
Tiburones,huge,monstrosity,sea
Tiburones,huge,monstrosity,coastal
Tiburones Pup,large,monstrosity,sea
Tiburones Pup,large,monstrosity,coastal
Tiddalik,medium,mosntrosity,coastal
Tiddalik,medium,mosntrosity,aquatic
Tigebra,large,monstrosity,forest
Tigebra,large,monstrosity,grassland
Tiger,large,beast,forest
Tiger,large,beast,grassland
Tiger (A5E),large,beast,forest
Tiger (A5E),large,beast,grassland
Tiger (A5E),large,beast,jungle
Titanic Dragon Turtle (A5E),titanic,dragon,plane of water
Titanic Dragon Turtle (A5E),titanic,dragon,water
Titanic Kraken (A5E),titanic,monstrosity,plane of water
Titanic Kraken (A5E),titanic,monstrosity,water
Titanoboa,gargantuan,beast,forests
Tlingcalli,large,monstrosity,desert
Tophet,huge,construct,urban
Torch mimic,tiny,monstrosity,urban
Torch mimic,tiny,monstrosity,underground
Tortoise,medium,beast,aquatic
"Tosculi, Drone",small,monstrosity,desert
"Tosculi, Drone",small,monstrosity,hills
"Tosculi, Drone",small,monstrosity,plains
"Tosculi, Elite bow raider",medium,monstrosity,desert
"Tosculi, Elite bow raider",medium,monstrosity,hills
"Tosculi, Elite bow raider",medium,monstrosity,plains
"Tosculi, Hive-Queen",large,monstrosity,desert
"Tosculi, Hive-Queen",large,monstrosity,hills
"Tosculi, Hive-Queen",large,monstrosity,plains
"Tosculi, Warrior",small,monstrosity,desert
"Tosculi, Warrior",small,monstrosity,hills
"Tosculi, Warrior",small,monstrosity,plains
Transmuter,medium,humanoid,urban
Trapper,large,monstrosity,underground
Treacle,tiny,ooze,forests
Treacle,tiny,ooze,plains
Treacle,tiny,ooze,urban
Treant,huge,plant,forest
Treant,huge,plant,swamp
Tri-flower Frond,medium,plant,forest
Tribal Warrior,medium,humanoid,arctic
Tribal Warrior,medium,humanoid,cave
Tribal Warrior,medium,humanoid,desert
Tribal Warrior,medium,humanoid,forest
Tribal Warrior,medium,humanoid,grassland
Tribal Warrior,medium,humanoid,mountain
